Taxonomic Status - Note,Family,Accepted Plant Name,Accepted Genus Name,Accepted Species Name,Reported Latin Name,Reported Genus Name,Reported Species Name,Reported Synonym 1,Reported Synonym 2,Reported Synonym 3,# of Herbivores,Herbivore Common Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biome 1,Biome 1,Biome 2,Biome 3,Plant Habit,Annual/Perrenial,"Height (m) (3106, 3107)",Leaf Dry Matter Content (g/g-1) (47),"SLA (mm2/mg-1) (3115, 3116, 3117)",Flower size (cm2) (if applicable) (913),Fruit Producing (Y/N),Fruit Size (if applicable) (919),Seed Size (mg) (if applicable) (26),Nitrogen Content (mg/g) (14),Cultivated (Y/N),Physical defense (if applicable)  (345),Chemical defense (if applicable) (346),Main part of plant consumed,Congener Used (if applicable),Citations (herbivore diet),,,Citation (plant traits),Citation
Accepted,Rosaceae,Rosa xanthina,Rosa,xanthina,Rosa zanthina,Rosa,zanthina,,,,1,"Bharal, Himalayan Blue Sheep",NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus,Rubus,NA,Rubus sp,Rubus,NA,,,,6,Red Deer,Himalayan serow,Mexican red brocket,Italian roe deer,Roe deer,Fallow Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus apetalus,Rubus,apetalus,Rubus apetalus,Rubus,apetalus,,,,1,Mountain nyala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus bogotensis,Rubus,bogotensis,Rubus bogotensis,Rubus,bogotensis,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus boliviensis,Rubus,boliviensis,Rubus boliviensis,Rubus,boliviensis,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus canescens,Rubus,canescens,Rubus canescens,Rubus,canescens,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus crataegifolius,Rubus,crataegifolius,Rubus crataegifolius,Rubus,crataegifolius,,,,1,Japanese Serow,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus ellipticus,Rubus,ellipticus,Rubus ellipticus,Rubus,ellipticus,,,,1,Gray goral,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus fruticosus,Rubus,fruticosus,Rubus fruticosus,Rubus,fruticosus,,,,2,Red Deer,Fallow Deer,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus glaucus,Rubus,glaucus,Rubus glaucus,Rubus,glaucus,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus idaeus,Rubus,idaeus,Rubus idaeus,Rubus,idaeus,,,,3,European Bison,Red Deer,Sika Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus pinnatus,Rubus,pinnatus,Rubus pinnatus,Rubus,pinnatus,,,,1,Sitatunga,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus pringlei,Rubus,pringlei,Rubus pringlei,Rubus,pringlei,,,,1,Mexican Red Brocket,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus saxatilis,Rubus,saxatilis,Rubus saxatilis,Rubus,saxatilis,,,,1,European Bison,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus steudneri,Rubus,steudneri,Rubus studeneri,Rubus,studeneri,,,,2,Mountain nyala,Bushbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus ulmifolius,Rubus,ulmifolius,Rubus ulmifolius,Rubus,ulmifolius,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Rubus urticifolius,Rubus,urticifolius,Rubus urticaefolius,Rubus,urticaefolius,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sarcopoterium spinosum,Sarcopoterium,spinosum,Sacopoterium spinosum,Sacopoterium,spinosum,Sarcopoterium spinosum,,,1,Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sibbaldia,Sibbaldia,NA,Sibbalida sp.,Sibbalida,NA,,,,1,Himalayan Tahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbaria tomentosa,Sorbaria,tomentosa,Sorbaria tomentosa,Sorbaria,tomentosa,,,,1,Gray goral,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbus alnifolia var. alnifolia,Sorbus,alnifolia,Aria alnifolia,Aria,alnifolia,,,,1,Sika Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbus aucuparia,Sorbus,aucuparia,Sorbus aucuparia,Sorbus,aucuparia,,,,4,European Bison,Red Deer,European Roe Deer,Roe Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbus commixta,Sorbus,commixta,Sorbus commixta,Sorbus,commixta,,,,1,Sika Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbus domestica,Sorbus,domestica,Sorbus domestica,Sorbus,domestica,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Sorbus torminalis,Sorbus,torminalis,Sorbus torminalis,Sorbus,torminalis,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Spiraea,Spiraea,NA,Spiraea spp.,Spiraea,NA,,,,1,"Bharal, Himalayan blue sheep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Spiraea hypericifolia,Spiraea,hypericifolia,Spirea hypericifolia,Spirea,hypericifolia,,,,2,Argali,Domestic Sheep,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rosaceae,Tetraglochin ameghinoi,Tetraglochin,ameghinoi,Tetraglochin ameghinoi,Tetraglochin,ameghinoi,,,,1,Red Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rousseaceae,Carpodetus serratus,Carpodetus,serratus,Carpodetus serratus,Carpodetus,serratus,,,,1,Fallow Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Adina cordifolia,Adina,cordifolia,Adina cordifolia,Adina,cordifolia,Haldina cordifolia,,,2,Nilgai,Chital,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Aidia densiflora,Aidia,densiflora,Aidia densiflora,Aidia,densiflora,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Anthospermum,Anthospermum,NA,Anthospermum,Anthospermum,NA,,,,1,Rhebok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Arachnothryx laniflora,Arachnothryx,laniflora,Rondeletia albida,Rondeletia,albida,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Borojoa,Borojoa,NA,Borojoa sp.,Borojoa,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Breonia chinensis,Breonia,chinensis,Anthocephalus chinensis,Anthocephalus,chinensis,,,,1,Four-horned antelope or chousingha,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Burchellia bubalina,Burchellia,bubalina,Burchellia bubalina,Burchellia,bubalina,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Canthium,Canthium,NA,Canthium sp.,Canthium,NA,,,,1,Bushbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Canthium mundianum,Canthium,mundianum,Canthium mundianum,Canthium,mundianum,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Canthium vulgare,Canthium,vulgare,Canthium vulgare,Canthium,vulgare,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Carapichea guianensis,Carapichea,guianensis,Carapichea guianense,Carapichea,guianense,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Carpacoce spermacocea,Carpacoce,spermacocea,Carpacoce spermacoccea,Carpacoce,spermacoccea,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Catunaregam spinosa,Catunaregam,spinosa,Xeromphis spinosa,Xeromphis,spinosa,,,,2,Four-horned antelope or chousingha,Chital,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Catunaregam spinosa subsp. spinosa,Catunaregam,spinosa,Rundia dumetorum,Rundia,dumetorum,Xeromphis obovata,,,3,Four-horned antelope or chousingha,Nilgai,Greater Kudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Catunaregam taylorii,Catunaregam,taylorii,Catunaregum taylorii,Catunaregum,taylorii,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Cephalanthus tetrandra,Cephalanthus,tetrandra,Cephalanthus tetrandra,Cephalanthus,tetrandra,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Chiococca belizensis,Chiococca,belizensis,Chiococca belizensis,Chiococca,belizensis,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Coffea canephora,Coffea,canephora,Coffea canephora,Coffea,canephora,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Coprosma,Coprosma,NA,Coprosma sp.,Coprosma,NA,,,,2,Fallow Deer,Himilayan tahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Cruciata glabra,Cruciata,glabra,Cruciata gabra,Cruciata,gabra,,,,1,European Bison,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Deppea,Deppea,NA,Deppea sp.,Deppea,NA,,,,1,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Dictyandra arborescens,Dictyandra,arborescens,Dictyandra arborescens,Dictyandra,arborescens,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Duroia,Duroia,NA,Duroia sp.,Duroia,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Euclinia longiflora,Euclinia,longiflora,Raindia macaritha,Raindia,macaritha,,,,1,Bushbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Eumachia kappleri,Eumachia,kappleri,Psychotria kappleri,Psychotria,kappleri,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Faramea guianensis,Faramea,guianensis,Faramea guianensis,Faramea,guianensis,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Feretia aeruginescens,Feretia,aeruginescens,Feretia aeruginescens,Feretia,aeruginescens,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium,Galium,NA,Galium sp,Galium,NA,,,,1,Red Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium aparine,Galium,aparine,Galium aparine,Galium,aparine,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium mollugo,Galium,mollugo,Galium mollugo,Galium,mollugo,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium odoratum,Galium,odoratum,Asperula odorata,Asperula,odorata,,,,2,Japanese Serow,Roe Deer,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium palustre,Galium,palustre,Galium palustre,Galium,palustre,,,,1,Przewalski's Wild Horse,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium saxatile,Galium,saxatile,Galium saxatile,Galium,saxatile,,,,1,Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Galium verum,Galium,verum,Galium verum,Galium,verum,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Gardenia,Gardenia,NA,Gardenia sp.,Gardenia,NA,,,,1,Maxwell's duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Gardenia aqualla,Gardenia,aqualla,Gardenia aquala,Gardenia,aquala,,,,1,Roan Antelope,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Gardenia resiniflua,Gardenia,resiniflua,Gardenia resiniflua,Gardenia,resiniflua,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Gardenia ternifolia,Gardenia,ternifolia,Gardenia ternifolia,Gardenia,ternifolia,,,,1,Roan Antelope,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Gardenia volkensii subsp. spatulifolia,Gardenia,volkensii,Gardinia spatulifolia,Gardinia,spatulifolia,,,,1,Sitatunga,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Genipa americana,Genipa,americana,Genipa americana,Genipa,americana,,,,3,Grey Brocket Deer,Red Brocket Deer,Lowland Tapir,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hamelia patens,Hamelia,patens,Hamelia patens,Hamelia,patens,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hedyotis scandens,Hedyotis,scandens,hedyotis scandens,hedyotis,scandens,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hoffmannia,Hoffmannia,NA,Hoffmannia,Hoffmannia,NA,,,,1,Baird's Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hoffmannia angustifolia,Hoffmannia,angustifolia,Hoffmania angustifolia,Hoffmania,angustifolia,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hoffmannia conzattii,Hoffmannia,conzattii,Hoffmannia conzattii,Hoffmannia,conzattii,,,,1,Mexican Red Brocket,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hoffmannia obovata,Hoffmannia,obovata,Condalia obovata,Condalia,obovata,,,,1,Nilgai,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hoffmannia sprucei,Hoffmannia,sprucei,Hoffmania spruceli,Hoffmania,spruceli,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Hymenodictyon,Hymenodictyon,NA,Hymenodictyon sp,Hymenodictyon,NA,,,,1,Four-horned antelope or chousingha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Ixora coccinea,Ixora,coccinea,Ixora arbórea,Ixora,arbórea,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Ixora kingstoni,Ixora,kingstoni,Ixora kingstonii,Ixora,kingstonii,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Keetia multiflora,Keetia,multiflora,Canthium multiflorum,Canthium,multiflorum,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Keetia venosa,Keetia,venosa,Canthium venosum,Canthium,venosum,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Kohautia lasiocarpa,Kohautia,lasiocarpa,Kohautia lasiocarpa,Kohautia,lasiocarpa,,,,1,Steenbok,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Lasianthus,Lasianthus,NA,Lasianthus sp.,Lasianthus,NA,,,,1,Malayan Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Lasianthus clementis,Lasianthus,clementis,Lasianthus clementis Merr,Lasianthus,clementis,,,,1,Lowland Annoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Lasianthus griffithii,Lasianthus,griffithii,Lasianthus griffithii,Lasianthus,griffithii,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Lasianthus maingayi,Lasianthus,maingayi,Lasianthus maingayi,Lasianthus,maingayi,,,,2,Malayan Tapir,Asian Tapir,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Leptodermis ordosica,Leptodermis,ordosica,Leptodermis ordosica,Leptodermis,ordosica,,,,1,"Bharal, Himalayan Blue Sheep",NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Mitragyna inermis,Mitragyna,inermis,Mitragyna inermis,Mitragyna,inermis,,,,2,Kob,Waterbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Mitragyna parvifolia,Mitragyna,parvifolia,Mitragyna parvifolia,Mitragyna,parvifolia,Mitragyna parviflora,,,3,Four-horned antelope or chousingha,Nilgai,Chital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Morinda longiflora,Morinda,longiflora,Morinda longiflora,Morinda,longiflora,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Morinda lucida,Morinda,lucida,Morinda lucida,Morinda,lucida,,,,1,Black Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Morinda morindoides,Morinda,morindoides,Morinda morindoides,Morinda,morindoides,,,,2,Black Duiker,Maxwell's Duiker,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Morinda tomentosa,Morinda,tomentosa,Morinda tomentosa (Heyne),Morinda,tomentosa,Morinda tinctoria,,,2,Nilgai,Chital,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Nauclea latifolia,Nauclea,latifolia,Nauclea latifolia,Nauclea,latifolia,,,,3,Kob,Red-flanked Duiker,Maxwell's Duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Nenax microphylla,Nenax,microphylla,Nenax microphylla,Nenax,microphylla,Ambraria microphylla,,,2,Springbok,White-tailed gnu/black wildebeest,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davies et al 1986,,,"Kattge, J, Boenisch, G, Diaz, S, et al. TRY plant trait database - enhanced coverage and open access. Glob Change Biol. 2020; 26: 119-188. https://doi.org/10.1111/gcb.14904 as the TRY reference.",
Accepted,Rubiaceae,Neonauclea,Neonauclea,NA,neonauclea,neonauclea,NA,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Nertera,Nertera,NA,Nertera spp.,Nertera,NA,,,,1,Fallow Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Notopleura,Notopleura,NA,Notopleura sp.,Notopleura,NA,,,,1,mountain tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Oldenlandia,Oldenlandia,NA,Oldenladia sp.,Oldenladia,NA,,,,1,Steenbok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Oldenlandia corymbosa,Oldenlandia,corymbosa,Oldenlandia corymbosa,Oldenlandia,corymbosa,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Oldenlandia umbellata,Oldenlandia,umbellata,Oldenlandia umbellata,Oldenlandia,umbellata,,,,1,Blackbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Palicourea,Palicourea,NA,Palicourea sp.,Palicourea,NA,,,,3,Baird's Tapir,Mountain Tapir,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Palicourea capitata,Palicourea,capitata,Psychotria capitat,Psychotria,capitat,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Palicourea caprifoliacea,Palicourea,caprifoliacea,Palicourea caprifoliaceae,Palicourea,caprifoliaceae,,,,1,Mountain Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Rubiaceae,Palicourea ovalis,Palicourea,ovalis,Palicourea ovalis,Palicourea,ovalis,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
